asset,date,source_file,timestamp_unit,start_time,end_time,duration_seconds,preview_duplicate_timestamps,sampling_k,input_rows,sampled_rows,retained_rows,zero_delta_count,zero_delta_ratio,duplicate_timestamp_count,bit_count,bits_per_second,p0,p1,shannon_entropy,lag1_autocorrelation,monobit_z,monobit_pvalue,runs_count,runs_z,runs_pvalue,longest_run_0,longest_run_1
BNBUSDT,aggTrades-2026-01,data/raw/binance/spot/aggTrades/BNBUSDT/BNBUSDT-aggTrades-2026-01.csv,us,2026-01-01T00:00:00.389785+00:00,2026-01-31T23:59:59.421880+00:00,2678399.032095,0,200,9400687,47004,46283,720,0.015317845289762573,2,46283,0.017280098837176697,0.49929779832767973,0.5007022016723203,0.9999985772506488,0.03802584602111255,0.3021360908624419,0.7625483207623174,22262,-8.185244190411836,2.717520518307258e-16,18,15
BNBUSDT,aggTrades-2026-02,data/raw/binance/spot/aggTrades/BNBUSDT/BNBUSDT-aggTrades-2026-02.csv,us,2026-02-01T00:00:00.002674+00:00,2026-02-28T23:59:56.402770+00:00,2419196.400096,0,200,12973782,64869,64138,730,0.011253449259276387,11,64138,0.026512109557312022,0.5025102123546104,0.49748978764538965,0.9999818186015553,0.02431408525331753,1.2714467178647635,0.20356977144572486,31289,-6.161521291348304,7.204938107209444e-10,15,15
BNBUSDT,aggTrades-2026-03,data/raw/binance/spot/aggTrades/BNBUSDT/BNBUSDT-aggTrades-2026-03.csv,us,2026-03-01T00:00:01.627402+00:00,2026-03-31T23:59:57.197732+00:00,2678395.57033,2,200,8571739,42859,42361,497,0.011596164166219464,1,42361,0.01581581170057744,0.500436722456977,0.49956327754302304,0.9999994496795658,0.014541227736767625,0.17977058106457044,0.8573326802254531,20873,-2.9976765566820376,0.002720462283369834,19,18
BTCUSDT,aggTrades-2026-01,data/raw/binance/spot/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2026-01.csv,us,2026-01-01T00:00:00.039409+00:00,2026-01-31T23:59:59.765674+00:00,2678399.726265,0,200,30712691,153564,151163,2400,0.015628662967883098,349,151163,0.056437804453779265,0.5042371479793335,0.49576285202066644,0.9999481967513044,0.18571581624811637,3.294779677467463,0.0009849887383746418,61541,-72.20802466707063,0.0,26,25
BTCUSDT,aggTrades-2026-02,data/raw/binance/spot/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2026-02.csv,us,2026-02-01T00:00:00.006539+00:00,2026-02-28T23:59:59.996711+00:00,2419199.990172,0,200,52474665,262374,261148,1225,0.004668907742383011,796,261148,0.10794808244912109,0.5103772573406651,0.4896227426593349,0.9996892573314068,0.12161819732228049,10.606105297082868,2.791436015412072e-26,114645,-62.15187982119575,0.0,24,20
BTCUSDT,aggTrades-2026-03,data/raw/binance/spot/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2026-03.csv,us,2026-03-01T00:00:00.005709+00:00,2026-03-31T23:59:59.618442+00:00,2678399.612733,0,200,38348867,191745,191036,708,0.0036924039740280057,901,191036,0.07132468175839887,0.504601226993865,0.495398773006135,0.9999389117080221,0.13492294495975374,4.02217778205159,5.766250735554726e-05,82624,-58.973803039258335,0.0,23,22
DOGEUSDT,aggTrades-2026-01,data/raw/binance/spot/aggTrades/DOGEUSDT/DOGEUSDT-aggTrades-2026-01.csv,us,2026-01-01T00:00:00.293938+00:00,2026-01-31T23:59:59.449385+00:00,2678399.155447,0,200,5141718,25709,25052,656,0.025516356139873197,0,25052,0.009353348230062092,0.5067858853584544,0.4932141146415456,0.9998671287855718,0.015187239515689477,2.1481159288429947,0.031704547129187105,12334,-2.4100816741011344,0.01594894969460683,13,14
DOGEUSDT,aggTrades-2026-02,data/raw/binance/spot/aggTrades/DOGEUSDT/DOGEUSDT-aggTrades-2026-02.csv,us,2026-02-01T00:00:00.009013+00:00,2026-02-28T23:59:58.295938+00:00,2419198.286925,0,200,5142195,25711,25033,677,0.026331142312628834,0,25033,0.010347642909345393,0.5033755442815484,0.49662445571845165,0.9999671227523642,0.018092030351633405,1.0681451058556344,0.2854550620458698,12290,-2.8687521973533032,0.004120945191063093,14,15
DOGEUSDT,aggTrades-2026-03,data/raw/binance/spot/aggTrades/DOGEUSDT/DOGEUSDT-aggTrades-2026-03.csv,us,2026-03-01T00:00:00.003065+00:00,2026-03-31T23:59:59.277849+00:00,2678399.274784,0,200,4140164,20701,20068,632,0.03052992609052703,0,20068,0.007492534884149559,0.5030894957145704,0.49691050428542954,0.9999724588232435,0.012071099691482446,0.8753256178208622,0.3813967590338213,9913,-1.7171146419292334,0.08595822742087388,13,12
ETHUSDT,aggTrades-2026-01,data/raw/binance/spot/aggTrades/ETHUSDT/ETHUSDT-aggTrades-2026-01.csv,us,2026-01-01T00:00:01.317428+00:00,2026-01-31T23:59:59.498336+00:00,2678398.180908,0,200,28926906,144635,143600,1034,0.00714903031769627,37,143600,0.05361413438210982,0.4990807799442897,0.5009192200557103,0.9999975619435222,0.08565906608509402,0.6966693544394226,0.48600974155981175,65650,-32.46267832471354,3.5879656436129806e-231,20,29
