asset,date,source_file,timestamp_unit,start_time,end_time,duration_seconds,preview_duplicate_timestamps,sampling_k,input_rows,sampled_rows,retained_rows,zero_delta_count,zero_delta_ratio,duplicate_timestamp_count,bit_count,bits_per_second,p0,p1,shannon_entropy,lag1_autocorrelation,monobit_z,monobit_pvalue,runs_count,runs_z,runs_pvalue,longest_run_0,longest_run_1
BNBUSDT,aggTrades-2026-01,data/raw/binance/spot/aggTrades/BNBUSDT/BNBUSDT-aggTrades-2026-01.csv,us,2026-01-01T00:00:00.389785+00:00,2026-01-01T12:14:33.493825+00:00,44073.10404,0,100,100000,1000,941,58,0.058,2,941,0.02135089008357488,0.4867162592986185,0.5132837407013815,0.9994907905966783,0.1525431407459759,0.8149767082985105,0.4150856425576176,399,-4.711046545376769,2.464479364305287e-06,10,12
BNBUSDT,aggTrades-2026-02,data/raw/binance/spot/aggTrades/BNBUSDT/BNBUSDT-aggTrades-2026-02.csv,us,2026-02-01T00:00:00.002674+00:00,2026-02-01T05:16:00.311841+00:00,18960.309167,0,100,100000,1000,983,16,0.016,0,983,0.051845146159899644,0.49847405900305186,0.5015259409969481,0.9999932813705196,0.08145894387255659,0.09568513981642451,0.9237706434499624,452,-2.5845471360391294,0.009750697540536825,10,9
BNBUSDT,aggTrades-2026-03,data/raw/binance/spot/aggTrades/BNBUSDT/BNBUSDT-aggTrades-2026-03.csv,us,2026-03-01T00:00:01.627402+00:00,2026-03-01T06:04:19.779152+00:00,21858.15175,2,100,100000,1000,984,15,0.015,1,984,0.0450175299016304,0.47459349593495936,0.5254065040650406,0.9981367059518076,0.03922439395747901,1.5939417826583457,0.11094907488937707,472,-1.2618197335770585,0.2070136596863374,8,11
BTCUSDT,aggTrades-2026-01,data/raw/binance/spot/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2026-01.csv,us,2026-01-01T00:00:00.039409+00:00,2026-01-01T06:21:01.272186+00:00,22861.232777,0,100,100000,1000,910,89,0.089,3,910,0.03980537746483749,0.5098901098901099,0.4901098901098901,0.9997177492578726,0.4013307634940775,0.5966941897186163,0.550711572526566,273,-12.13240394364352,7.1130220472263044e-34,14,20
BTCUSDT,aggTrades-2026-02,data/raw/binance/spot/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2026-02.csv,us,2026-02-01T00:00:00.006539+00:00,2026-02-01T01:04:17.222034+00:00,3857.215495,0,100,100000,1000,995,4,0.004,7,995,0.25795810508637396,0.5155778894472363,0.4844221105527638,0.9992996872206994,0.21054849585062238,0.9827660686697741,0.3257225853288983,393,-6.668362123065556,2.5867389913503875e-11,10,16
BTCUSDT,aggTrades-2026-03,data/raw/binance/spot/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2026-03.csv,us,2026-03-01T00:00:00.005709+00:00,2026-03-01T01:29:28.412285+00:00,5368.406576,0,100,100000,1000,992,7,0.007,14,992,0.1847848120212868,0.5715725806451613,0.4284274193548387,0.9851683057216576,0.2872874662232384,4.508504508506762,6.52861820418645e-06,347,-9.070162692013144,1.188394381439656e-19,24,11
DOGEUSDT,aggTrades-2026-01,data/raw/binance/spot/aggTrades/DOGEUSDT/DOGEUSDT-aggTrades-2026-01.csv,us,2026-01-01T00:00:00.293938+00:00,2026-01-01T18:16:27.560840+00:00,65787.266902,0,100,100000,1000,953,46,0.046,0,953,0.014486085908077567,0.47848898216159497,0.521511017838405,0.9986644489093349,0.021295082453381103,1.3281202742030607,0.18413837674091524,466,-0.689543837826655,0.4904810961449215,13,12
DOGEUSDT,aggTrades-2026-02,data/raw/binance/spot/aggTrades/DOGEUSDT/DOGEUSDT-aggTrades-2026-02.csv,us,2026-02-01T00:00:00.009013+00:00,2026-02-01T15:40:18.170788+00:00,56418.161775,0,100,100000,1000,963,36,0.036,0,963,0.017068971581181935,0.5202492211838006,0.4797507788161994,0.9988165771217377,-0.0016451605280712758,1.2567574357593627,0.20884148315483128,482,0.01871260431441675,0.985070373227099,9,10
DOGEUSDT,aggTrades-2026-03,data/raw/binance/spot/aggTrades/DOGEUSDT/DOGEUSDT-aggTrades-2026-03.csv,us,2026-03-01T00:00:00.003065+00:00,2026-03-01T16:54:34.635694+00:00,60874.632629,0,100,100000,1000,956,43,0.043,0,956,0.01570440688860227,0.50418410041841,0.49581589958158995,0.9999494857625308,0.049130209749721494,0.25873849094126034,0.7958370190662556,455,-1.5511868039338996,0.12085692360336939,17,8
ETHUSDT,aggTrades-2026-01,data/raw/binance/spot/aggTrades/ETHUSDT/ETHUSDT-aggTrades-2026-01.csv,us,2026-01-01T00:00:01.317428+00:00,2026-01-01T12:07:04.931891+00:00,43623.614463,0,100,100000,1000,926,73,0.073,1,926,0.02122703520556281,0.47408207343412523,0.5259179265658748,0.9980609022665831,0.1826653553021239,1.5773778717618598,0.114708603954249,378,-5.588551950048962,2.2897088177957498e-08,9,10
