asset,date,source_file,timestamp_unit,start_time,end_time,duration_seconds,preview_duplicate_timestamps,sampling_k,input_rows,sampled_rows,retained_rows,zero_delta_count,zero_delta_ratio,duplicate_timestamp_count,bit_count,bits_per_second,p0,p1,shannon_entropy,lag1_autocorrelation,monobit_z,monobit_pvalue,runs_count,runs_z,runs_pvalue,longest_run_0,longest_run_1
BNBUSDT,aggTrades-2026-01,data/raw/binance/spot/aggTrades/BNBUSDT/BNBUSDT-aggTrades-2026-01.csv,us,2026-01-01T00:00:00.389785+00:00,2026-01-01T12:14:33.493825+00:00,44073.10404,0,1000,100000,100,99,0,0.0,0,99,0.0022462679259021394,0.5252525252525253,0.47474747474747475,0.9981592324817737,0.03842140327533643,0.502518907629606,0.615302555690511,48,-0.48083146873760807,0.6306362827006398,9,4
BNBUSDT,aggTrades-2026-02,data/raw/binance/spot/aggTrades/BNBUSDT/BNBUSDT-aggTrades-2026-02.csv,us,2026-02-01T00:00:00.002674+00:00,2026-02-01T05:16:00.311841+00:00,18960.309167,0,1000,100000,100,99,0,0.0,0,99,0.005221433845198438,0.5454545454545454,0.45454545454545453,0.9940302114769565,0.1562699704536565,0.9045340337332909,0.36571229628151325,42,-1.6484596779020222,0.09925837847254905,5,5
BNBUSDT,aggTrades-2026-03,data/raw/binance/spot/aggTrades/BNBUSDT/BNBUSDT-aggTrades-2026-03.csv,us,2026-03-01T00:00:01.627402+00:00,2026-03-01T06:04:19.779152+00:00,21858.15175,2,1000,100000,100,99,0,0.0,0,99,0.004529202703517693,0.43434343434343436,0.5656565656565656,0.9875257101057102,-0.05935998799503724,1.3065491598369756,0.19136587278571704,52,0.4839414056816141,0.6284274538317618,5,9
BTCUSDT,aggTrades-2026-01,data/raw/binance/spot/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2026-01.csv,us,2026-01-01T00:00:00.039409+00:00,2026-01-01T06:21:01.272186+00:00,22861.232777,0,1000,100000,100,99,0,0.0,0,99,0.004330475130790013,0.4747474747474747,0.5252525252525253,0.9981592324817737,0.05965790571547771,0.502518907629606,0.615302555690511,47,-0.6833945130143022,0.4943575862767196,9,6
BTCUSDT,aggTrades-2026-02,data/raw/binance/spot/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2026-02.csv,us,2026-02-01T00:00:00.006539+00:00,2026-02-01T01:04:17.222034+00:00,3857.215495,0,1000,100000,100,99,0,0.0,0,99,0.025666183320151782,0.505050505050505,0.494949494949495,0.999926399368686,-9.06493303673679e-18,0.10050378152592121,0.9199443808170075,50,-0.10001041395472751,0.9203360577585303,4,7
BTCUSDT,aggTrades-2026-03,data/raw/binance/spot/aggTrades/BTCUSDT/BTCUSDT-aggTrades-2026-03.csv,us,2026-03-01T00:00:00.005709+00:00,2026-03-01T01:29:28.412285+00:00,5368.406576,0,1000,100000,100,99,0,0.0,0,99,0.018441226199705035,0.5656565656565656,0.43434343434343436,0.9875257101057102,0.23150395318064523,1.3065491598369756,0.19136587278571704,38,-2.3947830075145933,0.01663020392539541,9,6
DOGEUSDT,aggTrades-2026-01,data/raw/binance/spot/aggTrades/DOGEUSDT/DOGEUSDT-aggTrades-2026-01.csv,us,2026-01-01T00:00:00.293938+00:00,2026-01-01T18:16:27.560840+00:00,65787.266902,0,1000,100000,100,98,1,0.01,0,98,0.0014896499674623312,0.41836734693877553,0.5816326530612245,0.9806857319036602,-0.12325250166804232,1.616244071283537,0.10604155370017075,54,1.1073931909961963,0.2681239685220391,3,8
DOGEUSDT,aggTrades-2026-02,data/raw/binance/spot/aggTrades/DOGEUSDT/DOGEUSDT-aggTrades-2026-02.csv,us,2026-02-01T00:00:00.009013+00:00,2026-02-01T15:40:18.170788+00:00,56418.161775,0,1000,100000,100,98,1,0.01,0,98,0.0017370292990195532,0.5,0.5,1.0,-0.15476190476190477,0.0,1.0,57,1.421560175769332,0.15515397274963688,5,3
DOGEUSDT,aggTrades-2026-03,data/raw/binance/spot/aggTrades/DOGEUSDT/DOGEUSDT-aggTrades-2026-03.csv,us,2026-03-01T00:00:00.003065+00:00,2026-03-01T16:54:34.635694+00:00,60874.632629,0,1000,100000,100,99,0,0.0,0,99,0.0016262931819786867,0.5151515151515151,0.48484848484848486,0.9993375041688847,-0.0008338546554570963,0.30151134457776363,0.7630246005529951,50,-0.09192211066370777,0.9267599240643477,5,6
ETHUSDT,aggTrades-2026-01,data/raw/binance/spot/aggTrades/ETHUSDT/ETHUSDT-aggTrades-2026-01.csv,us,2026-01-01T00:00:01.317428+00:00,2026-01-01T12:07:04.931891+00:00,43623.614463,0,1000,100000,100,99,0,0.0,0,99,0.002269413051134685,0.4747474747474747,0.5252525252525253,0.9981592324817737,-0.002505743691869761,0.502518907629606,0.615302555690511,50,-0.07570538018421974,0.9396534955123094,5,6
ETHUSDT,aggTrades-2026-02,data/raw/binance/spot/aggTrades/ETHUSDT/ETHUSDT-aggTrades-2026-02.csv,us,2026-02-01T00:00:00.015509+00:00,2026-02-01T01:06:38.913985+00:00,3998.898476,1,1000,100000,100,98,1,0.01,0,98,0.024506748692961818,0.5102040816326531,0.4897959183673469,0.9996995428565171,0.030625268614735548,0.20203050891044214,0.8398928732712689,48,-0.4021848119923298,0.6875480189768273,6,4
ETHUSDT,aggTrades-2026-03,data/raw/binance/spot/aggTrades/ETHUSDT/ETHUSDT-aggTrades-2026-03.csv,us,2026-03-01T00:00:00.002784+00:00,2026-03-01T01:51:16.259909+00:00,6676.257125,0,1000,100000,100,99,0,0.0,0,99,0.014828667941694951,0.36363636363636365,0.6363636363636364,0.9456603046006401,-0.09767025089605735,2.7136021011998728,0.006655605482949382,51,0.9135496207779952,0.3609535487470079,3,9
SOLUSDT,aggTrades-2026-01,data/raw/binance/spot/aggTrades/SOLUSDT/SOLUSDT-aggTrades-2026-01.csv,us,2026-01-01T00:00:00.629785+00:00,2026-01-01T18:06:07.909912+00:00,65167.280127,0,1000,100000,100,95,4,0.04,0,95,0.001457786788321702,0.4736842105263158,0.5263157894736842,0.9980008838722996,-0.0027241788264159585,0.5129891760425771,0.6079588921749992,48,-0.07621715926467411,0.9392463312781866,5,11
SOLUSDT,aggTrades-2026-02,data/raw/binance/spot/aggTrades/SOLUSDT/SOLUSDT-aggTrades-2026-02.csv,us,2026-02-01T00:00:00.004197+00:00,2026-02-01T10:11:04.647852+00:00,36664.643655,4,1000,100000,100,99,0,0.0,0,99,0.002700148975442156,0.5151515151515151,0.48484848484848486,0.9993375041688847,0.16260165781413446,0.30151134457776363,0.7630246005529951,42,-1.7097512583449692,0.08731187970704886,6,5
SOLUSDT,aggTrades-2026-03,data/raw/binance/spot/aggTrades/SOLUSDT/SOLUSDT-aggTrades-2026-03.csv,us,2026-03-01T00:00:00.004999+00:00,2026-03-01T06:16:51.296246+00:00,22611.291247,0,1000,100000,100,98,1,0.01,0,98,0.0043341178055455966,0.4591836734693877,0.5408163265306123,0.9951876662918927,0.08803418803418801,0.8081220356417685,0.4190203335343159,45,-0.9555221052441325,0.33931373209971366,6,8
