asset,n_months,raw_tps_median,raw_tps_p5,raw_tps_p95,agg_tps_median,agg_tps_p5,agg_tps_p95,raw_to_agg_ratio_median
BTCUSDT,15,50.75661568649385,25.124875158564453,68.61570542042222,14.317828757774265,8.677988820197788,21.11172131093495,3.275087093778078
ETHUSDT,15,43.853184456654006,31.003428588579037,70.93807117339266,13.668403268502303,10.924488792848182,18.958642247401542,2.879456989850534
SOLUSDT,15,24.95585258039082,14.157156130198604,36.76309803791103,4.116582257807151,2.876608587693383,7.507697906300176,5.391949533858229
DOGEUSDT,15,15.256601874900309,8.99886383060843,24.496516419784996,3.6228196607072745,1.4986296794866472,7.084665304951597,4.162534910189692
BNBUSDT,15,12.574387802812671,8.367845968138292,25.739726402047868,4.339855805974361,2.9241104601437264,8.442504025353935,2.8044584698373383
